attributekey,attributename,attributetablename,attributecolumnname,attributelogicaldatatype,effectivelogicaldatatype,attributeuom,attributetype,mapunitlevelattribflag,complevelattribflag,cmonthlevelattribflag,horzlevelattribflag,algorithmname,componentpercentcutoff,tiebreakrule,tiebreaklowlabel,tiebreakhighlabel,depthqualifiermode,layerdepthtotop,layerdepthtobottom,beginningmonth,endingmonth,interpnullsaszeroflag,nullratingreplacementvalue
497,Manure Stacking Site (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
29,Manure and Food-Processing Waste,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
347,Manure and Food-Processing Waste (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
256,Manure and Food-Processing Waste (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
411,Manure and Food-Processing Waste (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
45,Mechanical Site Preparation (Deep),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
355,Mechanical Site Preparation (Deep) (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
36,Mechanical Site Preparation (Surface),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
356,Mechanical Site Preparation (Surface) (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
364,Mechanical Site Preparation (Surface) (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
253,Mechanical Site Preparation (Surface) (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2667,Mechanical Site Preparation( Surface) (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
449,"Mechanical Treatment, Rolling Drum",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
450,"Mechanical Treatment, Shredder",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
451,Medusahead Invasion Susceptibility,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
485,Metal Pole Barns (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2718,Mooring Anchor - Deadweight,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2719,Mooring Anchor - Mushroom,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
344,Mulch Tillage (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2923,Muscadine Wine Grape Site Suitability (Very Long),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2689,NCCPI Corn Productivity,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2691,NCCPI Cotton Productivity,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2692,NCCPI Small Grains Productivity,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2690,NCCPI Soybeans Productivity,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2685,National Commodity Crop Productivity Index,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2880,Natural Soil Groups (CT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
524,"Nitrate Leaching Potential, Irrigated",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
525,"Nitrate Leaching Potential, Nonirrigated",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
599,"Nitrate Leaching Potential, Nonirrigated (MT)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2827,"Nitrate Leaching Potential, Nonirrigated (WV)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2710,Nitrate-Nitrogen Leaching Potential (MA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
342,No-Till (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
402,No-Till (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,-1,,,,,,,,0,
341,"No-Till, Drained (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2717,Northern Quahog (Hard Clam) Habitat Suitability,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
48,Off-Road Motorcycle Trails,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
173,Off-Road Motorcycle Trails (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
424,On-Site Waste Water Absorption Fields (MO),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
425,On-Site Waste Water Lagoons (MO),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2752,Organic Matter Depletion,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
64,Overland Flow Treatment of Wastewater,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
408,Overland Flow Treatment of Wastewater (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2884,PFAS Attenuation in Soils,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2891,PFAS Movement Classes,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2853,Pasture and Hayland Suitability Group 2 (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
1640,Pasture hayland (MO),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,-1,,,,,,,,0,
1,Paths and Trails,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
332,Paths and Trails (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
372,Paths and Trails (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
172,Paths and Trails (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2824,Peony Flowers Site Suitability (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2787,Permafrost Sensitivity (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
628,Pesticide Leaching Potential,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
629,Pesticide Runoff Potential,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2768,"Pesticide and Nutrient Leaching Potential, NIRR (ND)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2769,Pesticide and Nutrient Runoff Potential (ND),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
498,Phosphorus Index,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
27,Picnic Areas,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
331,Picnic Areas (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
371,Picnic Areas (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
171,Picnic Areas (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
494,Pier-beam Building Foundations (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2890,Plantains Productivity,cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
38,Playgrounds,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2859,Playgrounds (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
334,Playgrounds (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
370,Playgrounds (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
170,Playgrounds (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
367,Pond Reservoir Area (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
258,Pond Reservoir Area (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
33,Pond Reservoir Areas,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
405,Pond Reservoir Areas (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2823,Potatoes Productivity Index (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2786,"Potential Erosion Hazard, Road and Trail, Spring Thaw (AK)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2702,Potential Mobility of Road Salt (CT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,-1,,,,,,,,0,
374,Potential Windthrow Hazard (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
10,Potential for Damage by Fire,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
228,Potential for Damage by Fire (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
56,Potential for Seedling Mortality,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2668,Potential for Seedling Mortality (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
375,Potential for Seedling Mortality (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
230,Potential for Seedling Mortality (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
418,Potential for Seedling Mortality (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2651,Potential for Windthrow (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
419,Potential for Windthrow (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
588,Pressure Dose Capping Fill Septic System (DE),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
593,Pressure Dose Full Depth Septic System (DE),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
556,"Prod Index - Alfalfa Hay - Palouse, Northern Rocky Mtns (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
557,"Prod Index - Alfalfa Hay - Palouse, Northern Rocky Mtns (WA)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
570,"Prod Index - Alfalfa Hay, IRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2699,"Prod Index - Alfalfa Hay, IRR - Klamath Valleys (OR)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
571,"Prod Index - Alfalfa Hay, IRR - Snake River Plains (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
572,"Prod Index - Alfalfa Hay, NIRR- Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
574,"Prod Index - Barley, NIRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
558,"Prod Index - Grass Hay - Palouse, Northern Rocky Mtns (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
559,"Prod Index - Grass Hay - Palouse, Northern Rocky Mtns (WA)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
575,"Prod Index - Grass Hay, IRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2700,"Prod Index - Grass Hay, IRR - Klamath Valleys (OR)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2701,"Prod Index - Grass Hay, NIRR - Klamath Valleys (OR)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
576,"Prod Index - Potatoes, IRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
577,"Prod Index - Potatoes, IRR - Snake River Plains (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
560,Prod Index - Small Grains - Palouse Prairies (ID),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
561,Prod Index - Small Grains - Palouse Prairies (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
562,Prod Index - Small Grains - Palouse Prairies (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
578,"Prod Index - Small Grains, IRR - Snake River Plains (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
579,"Prod Index - Small Grains, NIRR - Snake River Plains (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
580,"Prod Index - Wheat, IRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
581,"Prod Index - Wheat, NIRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
563,"Prod Index - Wild Hay - Palouse, Northern Rocky Mtns (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
564,"Prod Index - Wild Hay - Palouse, Northern Rocky Mtns (WA)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
582,"Prod Index - Wild Hay, NIRR - Eastern Idaho Plateaus (ID)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2653,Puddling Potential (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
452,Pygmy Rabbit Habitat Potential,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
463,Ranch Access Roads (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
464,Rangeland Chaining (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
465,Rangeland Discing (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
466,Rangeland Dozing or Grubbing (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
453,Rangeland Drill,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
467,Rangeland Planting by Mechanical Seeding (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
468,Rangeland Prescribed Burning (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
469,Rangeland Roller Chopping (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
470,Rangeland Root Plowing (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2935,Rangeland Seeding Suitability (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
454,"Rangeland Seeding, Colorado Plateau Ecoregion",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
455,"Rangeland Seeding, Great Basin Ecoregion",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2876,Rangeland Soil Seed Bank Suitability (NM),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
456,Rangeland Tillage,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2745,Reclamation Suitability (MT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2852,Reclamation Suitability (ND),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
489,Reinforced Concrete Slab (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2828,"Retention Systems, Lined",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2829,"Retention Systems, Unlined",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
340,Ridge Tillage (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
291,Riparian Herbaceous Plants (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
292,"Riparian Shrubs, Vines, and Trees (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
21,Roadfill Source,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2861,Roadfill Source (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
310,Roadfill Source (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
166,Roadfill Source (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
275,"Rubble and Debris Disposal, Large-Scale Event",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
345,"Rutting Resistance, 10,000 Pounds or less (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
346,"Rutting Resistance, more than 10,000 Pounds (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
293,Saline Water Wetland Plants (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2838,Salinity Risk Index (ND),cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2910,Salinization Due to Saltwater Encroachment,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2844,Salinization due to Coastal Saltwater Inundation (CT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
79,Sand Source,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2862,Sand Source (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
316,Sand Source (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
136,Sand Source (ID),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
193,Sand Source (IN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
224,Sand Source (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
222,Sand Source (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
165,Sand Source (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
137,Sand Source (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
404,Sand Source (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
138,Sand Source (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
62,Sanitary Landfill (Area),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
169,Sanitary Landfill (Area) (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
90,Sanitary Landfill (Trench),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
179,Sanitary Landfill (Trench) (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
1638,Selenium Leaching Potential (CO),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
426,Sensitive Soils for Nutrient Management (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
235,Septage Application - Incorporation or Injection (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
234,Septage Application - Surface (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
195,Septic System AB Soil System (Alternate) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
196,Septic System At-Grade Bed (Alternate) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
197,Septic System CO-OP RFS III With At-Grade Bed (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
198,Septic System CO-OP RFS III With Drip Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
199,Septic System CO-OP RFS III With Spray Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
200,Septic System Drip Irrigation (Alternate) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
202,Septic System Free-Access Sand Filter - Drip Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
203,Septic System Free-Access Sand Filter -Spray Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
201,Septic System Free-Access Sand Filter With At-Grade Bed (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
204,Septic System In-Ground Bed (Conventional) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
205,Septic System In-Ground Trench (Conventional) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
206,Septic System Modified Subsurface Sand Filter (Alt) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
207,Septic System Peat Based Option1 (UV-At-Grade Bed) Alt (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
208,Septic System Peat Based Option1 - At-Grade Bed (Alt) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
210,Septic System Peat Sys Opt3 with Subsurface Sand Filter (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
209,Septic System Peat-Based Option 2 With Spray Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
211,Septic System Sand Mound Bed or Trench (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
212,Septic System Shallow Placement Pressure Dosed (Alt) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
213,Septic System Spray Irrigation (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
214,Septic System Steep Slope Sand Mound (Alternate) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
215,Septic System Subsurface Sand Filter Bed (Conventional) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
216,Septic System Subsurface Sand Filter Trench (Standard) (PA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
502,"Septic System; Disinfection, Surface Application (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
499,Septic Tank Absorption Field (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
18,Septic Tank Absorption Fields,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
623,Septic Tank Absorption Fields (FL),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
351,Septic Tank Absorption Fields (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
220,Septic Tank Absorption Fields (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
176,Septic Tank Absorption Fields (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
